account;category;currency;amount;ref_currency_amount;type;payment_type;payment_type_local;note;date;gps_latitude;gps_longitude;gps_accuracy_in_meters;warranty_in_month;transfer;payee;labels;envelope_id;custom_category
Monthly expenses;Active sport, fitness;EUR;-58.82;-58.82;Expenses;CASH;Cash;;2018-04-09 09:15:00;;;;0;false;TrendyOne;Household;6002;false
Monthly expenses;Gifts, joy;EUR;-32.15;-32.15;Expenses;CASH;Cash;whiskey;2018-04-06 14:11:39;48.40967;9.96417;14;0;false;MUC;Household;2007;false
Monthly expenses;Holiday, trips, hotels;EUR;-718.15;-718.15;Expenses;CASH;Cash;Visit Bangladesh;2018-04-06 12:30:00;;;;0;false;Turkish Airline;Household;6009;false
Monthly expenses;Gifts, joy;EUR;-55.60;-55.60;Expenses;CASH;Cash;chocolate;2018-04-04 18:25:35;48.39979;9.96081;28;0;false;Mueller;Household;2007;false
Monthly expenses;Restaurant, fast-food;EUR;-5.00;-5.00;Expenses;CASH;Cash;lunch;2018-04-04 13:00:57;48.4192;9.93473;15;0;false;;Household;1001;false
Monthly expenses;Fines;EUR;-148.50;-148.50;Expenses;CASH;Cash;Over speeding;2018-04-03 13:20:26;48.40964;9.96418;14;0;false;Karlsruhe;;8003;false
Monthly expenses;Rent;EUR;-774.89;-774.89;Expenses;CASH;Cash;;2018-04-01 02:00:00;;;;0;false;Vonovia;;3000;false
Monthly expenses;Insurances;EUR;-399.83;-399.83;Expenses;CASH;Cash;;2018-04-01 02:00:00;;;;0;false;HanseMerkur;;8001;false
Monthly expenses;Vehicle;EUR;-413.28;-413.28;Expenses;CASH;Cash;;2018-04-01 02:00:00;;;;0;false;BMW;;5004;false
Monthly expenses;TV, Streaming;EUR;-17.00;-17.00;Expenses;CASH;Cash;;2018-04-01 02:00:00;;;;0;false;ARD;;6008;false
Monthly expenses;Electronics, accessories;EUR;-19.99;-19.99;Expenses;CASH;Cash;USB Type C cable;2018-03-30 20:22:50;48.13841;11.51182;15;0;false;shell;Household;2006;false
Monthly expenses;Parking;EUR;-9.00;-9.00;Expenses;CASH;Cash;Austria road toll;2018-03-30 20:21:19;48.13841;11.51182;15;0;false;;Household;5001;false
Monthly expenses;Restaurant, fast-food;EUR;-10.00;-10.00;Expenses;CASH;Cash;Innsbruck;2018-03-30 16:00:56;48.40965;9.96415;14;0;false;restaurant seegrube;Household;1001;false
Monthly expenses;Internet;EUR;-20.00;-20.00;Expenses;CASH;Cash;;2018-03-27 02:00:00;;;;0;false;Vodafone;;7002;false
Monthly expenses;Restaurant, fast-food;EUR;-5.00;-5.00;Expenses;CASH;Cash;kabab;2018-03-26 19:33:53;48.40897;9.96469;15;0;false;;Household;1001;false
Monthly expenses;Groceries;EUR;-18.05;-18.05;Expenses;CASH;Cash;;2018-03-24 18:55:30;48.39736;9.981;1799;0;false;aldi;Household;1000;false
Monthly expenses;Groceries;EUR;-13.88;-13.88;Expenses;CASH;Cash;;2018-03-21 17:28:48;48.40975;9.95957;28;0;false;rewe;Household;1000;false
Monthly expenses;Skype;EUR;-14.28;-14.28;Expenses;CASH;Cash;;2018-03-19 01:00:00;;;;0;false;PayPal;;7005;true
Monthly expenses;Groceries;EUR;-4.64;-4.64;Expenses;CASH;Cash;;2018-03-17 15:51:42;48.39996;9.96056;15;0;false;;Household;1000;false
Monthly expenses;Groceries;EUR;-13.87;-13.87;Expenses;CASH;Cash;;2018-03-17 15:24:15;48.40372;9.97318;600;0;false;ALDI;Household;1000;false
Monthly expenses;Energy, utilities;EUR;-23.00;-23.00;Expenses;CASH;Cash;;2018-03-11 01:00:00;;;;0;false;Enbw;;3002;false
Monthly expenses;Home;EUR;-16.78;-16.78;Expenses;CASH;Cash;plumbing tool;2018-03-10 17:25:55;48.14005;11.52294;31;0;false;bauhaus;Household;2004;false
Monthly expenses;Phone, cell phone;EUR;-10.00;-10.00;Expenses;CASH;Cash;;2018-03-10 01:00:00;;;;0;false;Drillisch;;7001;false
Monthly expenses;Groceries;EUR;-23.51;-23.51;Expenses;CASH;Cash;;2018-03-09 15:40:18;48.40501;9.97283;699;0;false;ALDI;Household;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-5.00;-5.00;Expenses;CASH;Cash;;2018-03-08 22:07:45;;;;0;false;Chinese;Household;1001;false
Monthly expenses;Groceries;EUR;-9.08;-9.08;Expenses;CASH;Cash;rewe;2018-03-05 20:04:39;48.4096;9.96414;14;0;false;;Household;1000;false
Monthly expenses;Groceries;EUR;-14.50;-14.50;Expenses;CASH;Cash;haat bazaar;2018-03-03 14:00:20;48.13839;11.56385;28;0;false;;Household;1000;false
Monthly expenses;Vehicle;EUR;-413.28;-413.28;Expenses;CASH;Cash;;2018-03-01 01:00:00;;;;0;false;BMW;;5004;false
Monthly expenses;Insurances;EUR;-399.83;-399.83;Expenses;CASH;Cash;;2018-03-01 01:00:00;;;;0;false;HanseMerkur;;8001;false
Monthly expenses;Rent;EUR;-774.89;-774.89;Expenses;CASH;Cash;;2018-03-01 01:00:00;;;;0;false;Vonovia;;3000;false
Monthly expenses;TV, Streaming;EUR;-17.00;-17.00;Expenses;CASH;Cash;;2018-03-01 01:00:00;;;;0;false;ARD;;6008;false
Monthly expenses;Health care, doctor;EUR;-18.37;-18.37;Expenses;CASH;Cash;;2018-02-28 10:24:23;48.40249;9.97638;600;0;false;;Household;6000;false
Monthly expenses;Internet;EUR;-20.00;-20.00;Expenses;CASH;Cash;;2018-02-27 01:00:00;;;;0;false;Vodafone;;7002;false
Monthly expenses;Health care, doctor;EUR;-38.91;-38.91;Expenses;CASH;Cash;apotheke;2018-02-26 23:56:14;48.40958;9.96417;18;0;false;;Household;6000;false
Monthly expenses;Groceries;EUR;-15.20;-15.20;Expenses;CASH;Cash;Aldi;2018-02-23 17:47:44;48.40958;9.96416;18;0;false;;Household;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-6.99;-6.99;Expenses;CASH;Cash;kfc;2018-02-22 18:46:16;48.40962;9.96412;18;0;false;;Household;1001;false
Monthly expenses;Stationery, tools;EUR;-38.85;-38.85;Expenses;CASH;Cash;backpack;2018-02-22 13:44:44;48.41925;9.93462;19;0;false;Amazon;Household;2008;false
Monthly expenses;Books, audio, subscriptions;EUR;-34.00;-34.00;Expenses;CASH;Cash;amazon prime;2018-02-19 18:52:57;48.4096;9.96414;18;0;false;amazon;Household;6007;false
Monthly expenses;Stationery, tools;EUR;-7.65;-7.65;Expenses;CASH;Cash;feather duster (staubwedel);2018-02-19 18:47:14;48.4096;9.96416;18;0;false;Amazon;Household;2008;false
Monthly expenses;Clothes & shoes;EUR;-14.99;-14.99;Expenses;CASH;Cash;;2018-02-19 18:07:44;48.39969;9.9626;19;0;false;Decathlon;Household;2000;false
Monthly expenses;Groceries;EUR;-58.90;-58.90;Expenses;CASH;Cash;haat bazaar;2018-02-19 06:07:38;48.40957;9.96409;19;0;false;;Household;1000;false
Monthly expenses;Skype;EUR;-14.28;-14.28;Expenses;CASH;Cash;;2018-02-19 01:00:00;;;;0;false;PayPal;;7005;true
Monthly expenses;Groceries;EUR;-10.40;-10.40;Expenses;CASH;Cash;tea;2018-02-17 13:04:41;48.13809;11.56324;21;0;false;indian shop;Household;1000;false
Monthly expenses;Stationery, tools;EUR;-5.54;-5.54;Expenses;CASH;Cash;desk calendar;2018-02-15 19:12:22;48.40957;9.96409;19;0;false;Amazon;Household;2008;false
Monthly expenses;Stationery, tools;EUR;-7.08;-7.08;Expenses;CASH;Cash;hook;2018-02-15 19:10:37;48.40957;9.96409;19;0;false;Amazon;Household;2008;false
Monthly expenses;Books, audio, subscriptions;EUR;-44.98;-44.98;Expenses;CASH;Cash;API Design C++;2018-02-15 19:09:49;48.40957;9.96409;19;0;false;Amazon;Household;6007;false
Monthly expenses;Clothes & shoes;EUR;-41.05;-41.05;Expenses;CASH;Cash;;2018-02-15 19:08:34;48.40957;9.96409;19;0;false;Decathlon;Household;2000;false
Monthly expenses;Gifts, joy;EUR;-3.05;-3.05;Expenses;CASH;Cash;pigbank;2018-02-15 19:07:05;48.40957;9.96409;19;0;false;nanananu;Household;2007;false
Monthly expenses;Groceries;EUR;-17.88;-17.88;Expenses;CASH;Cash;;2018-02-14 16:38:29;;;;0;false;REWE;Household;1000;false
Monthly expenses;Energy, utilities;EUR;-23.00;-23.00;Expenses;CASH;Cash;;2018-02-11 01:00:00;;;;0;false;Enbw;;3002;false
Monthly expenses;Phone, cell phone;EUR;-10.00;-10.00;Expenses;CASH;Cash;;2018-02-10 01:00:00;;;;0;false;Drillisch;;7001;false
Monthly expenses;Vehicle;EUR;-413.28;-413.28;Expenses;CASH;Cash;;2018-02-01 01:00:00;;;;0;false;BMW;;5004;false
Monthly expenses;Insurances;EUR;-399.83;-399.83;Expenses;CASH;Cash;;2018-02-01 01:00:00;;;;0;false;HanseMerkur;;8001;false
Monthly expenses;TV, Streaming;EUR;-17.00;-17.00;Expenses;CASH;Cash;;2018-02-01 01:00:00;;;;0;false;ARD;;6008;false
Monthly expenses;Rent;EUR;-774.89;-774.89;Expenses;CASH;Cash;;2018-02-01 01:00:00;;;;0;false;Vonovia;;3000;false
Monthly expenses;Internet;EUR;-20.00;-20.00;Expenses;CASH;Cash;;2018-01-27 01:00:00;;;;0;false;Vodafone;;7002;false
Monthly expenses;Skype;EUR;-14.28;-14.28;Expenses;CASH;Cash;;2018-01-19 01:00:00;;;;0;false;PayPal;;7005;true
Monthly expenses;Restaurant, fast-food;EUR;-13.75;-13.75;Expenses;CASH;Cash;Airport Munich;2018-01-12 19:48:02;48.35297;11.78423;21;0;false;;Household;1001;false
Monthly expenses;Restaurant, fast-food;EUR;-4.90;-4.90;Expenses;CASH;Cash;lunch;2018-01-12 12:50:21;48.41923;9.9347;19;0;false;;Household;1001;false
Monthly expenses;Public transport;EUR;-4.40;-4.40;Expenses;CASH;Cash;;2018-01-12 12:49:55;48.41923;9.9347;19;0;false;;;4000;false
Monthly expenses;Restaurant, fast-food;EUR;-20.00;-20.00;Expenses;CASH;Cash;dinner;2018-01-12 12:48:50;48.41923;9.9347;19;0;false;;Household;1001;false
Monthly expenses;Gifts, joy;EUR;-9.95;-9.95;Expenses;CASH;Cash;chocolate;2018-01-12 12:48:01;48.41923;9.9347;19;0;false;Mueller;Household;2007;false
Monthly expenses;Gifts, joy;EUR;-31.60;-31.60;Expenses;CASH;Cash;chocolate;2018-01-12 12:47:49;48.41923;9.9347;19;0;false;Mueller;Household;2007;false
Monthly expenses;Holiday, trips, hotels;EUR;-889.53;-889.53;Expenses;CASH;Cash;Visit Bangladesh;2018-01-12 12:15:00;;;;0;false;Fly Emirates;Household;6009;false
Monthly expenses;Energy, utilities;EUR;-23.00;-23.00;Expenses;CASH;Cash;;2018-01-11 01:00:00;;;;0;false;Enbw;;3002;false
Monthly expenses;Clothes & shoes;EUR;-34.00;-34.00;Expenses;CASH;Cash;blautal center;2018-01-10 18:24:13;;;;0;false;C&A;Household;2000;false
Monthly expenses;Gifts, joy;EUR;-46.68;-46.68;Expenses;CASH;Cash;chocolate;2018-01-10 12:49:08;48.39953;9.96082;31;0;false;Mueller;Household;2007;false
Monthly expenses;Restaurant, fast-food;EUR;-4.90;-4.90;Expenses;CASH;Cash;;2018-01-10 12:47:42;48.39953;9.96082;31;0;false;;Household;1001;false
Monthly expenses;Phone, cell phone;EUR;-10.00;-10.00;Expenses;CASH;Cash;;2018-01-10 01:00:00;;;;0;false;Drillisch;;7001;false
Monthly expenses;Groceries;EUR;-0.79;-0.79;Expenses;CASH;Cash;;2018-01-09 18:22:56;48.4096;9.95914;36;0;false;;Household;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-4.90;-4.90;Expenses;CASH;Cash;Lunch;2018-01-09 12:29:04;48.39945;9.96105;19;0;false;asianwok;Household;1001;false
Monthly expenses;Groceries;EUR;-1.99;-1.99;Expenses;CASH;Cash;;2018-01-08 17:25:23;48.4096;9.959;63;0;false;;Household;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-2.95;-2.95;Expenses;CASH;Cash;;2018-01-05 16:11:08;48.40382;9.97643;343;0;false;ikea;Household;1001;false
Monthly expenses;Clothes & shoes;EUR;-22.00;-22.00;Expenses;CASH;Cash;;2018-01-05 15:47:40;48.40502;9.9542;1759;0;false;C&A;Household;2000;false
Monthly expenses;Groceries;EUR;-10.44;-10.44;Expenses;CASH;Cash;;2018-01-03 16:22:59;;;;0;false;REWE;Household;1000;false
Monthly expenses;Home;EUR;-6.49;-6.49;Expenses;CASH;Cash;;2018-01-03 15:13:50;48.41929;9.93454;20;0;false;bauhaus;Household;2004;false
Monthly expenses;Hobbies;EUR;-6.98;-6.98;Expenses;CASH;Cash;plants + pot;2018-01-02 19:50:40;48.40961;9.96412;19;0;false;ikea;Household;6005;false
Monthly expenses;Restaurant, fast-food;EUR;-3.35;-3.35;Expenses;CASH;Cash;;2018-01-02 18:16:00;48.40374;9.97671;42;0;false;Ikea;Household;1001;false
Monthly expenses;Restaurant, fast-food;EUR;-3.90;-3.90;Expenses;CASH;Cash;;2018-01-02 12:25:32;48.4044;9.96537;1399;0;false;;Household;1001;false
Monthly expenses;Insurances;EUR;-399.83;-399.83;Expenses;CASH;Cash;;2018-01-01 01:00:04;;;;0;false;HanseMerkur;;8001;false
Monthly expenses;Rent;EUR;-774.89;-774.89;Expenses;CASH;Cash;;2018-01-01 01:00:00;;;;0;false;Vonovia;;3000;false
Monthly expenses;Vehicle;EUR;-413.28;-413.28;Expenses;CASH;Cash;;2018-01-01 01:00:00;;;;0;false;BMW;;5004;false
Monthly expenses;TV, Streaming;EUR;-17.00;-17.00;Expenses;CASH;Cash;;2018-01-01 01:00:00;;;;0;false;ARD;;6008;false
Monthly expenses;Income;EUR;1192.17;1192.17;Income;CASH;Cash;Cover;2018-01-01 00:00:23;48.40959;9.96413;19;0;false;;;10011;false
Monthly expenses;Restaurant, fast-food;EUR;-5.20;-5.20;Expenses;CASH;Cash;;2017-12-30 21:36:32;48.40732;9.95351;1299;0;false;;;1001;false
Monthly expenses;Life events;EUR;-97.00;-97.00;Expenses;CASH;Cash;Insurance for Anwasha;2017-12-29 19:01:53;48.40957;9.96413;19;0;false;City of Ulm;;6004;false
Monthly expenses;Home;EUR;-15.49;-15.49;Expenses;CASH;Cash;;2017-12-28 15:09:02;48.4112;9.93796;1500;0;false;;;2004;false
Monthly expenses;Groceries;EUR;-25.51;-25.51;Expenses;CASH;Cash;;2017-12-28 15:08:59;48.4112;9.93796;1500;0;false;;;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-8.00;-8.00;Expenses;MOBILE_PAYMENT;Mobile payment;;2017-12-28 10:04:13;;;;0;false;Blautal Center;;1001;false
Monthly expenses;Vehicle;EUR;-13.50;-13.50;Expenses;CASH;Cash;;2017-12-27 14:34:45;48.40925;9.96145;17;0;false;;;5004;false
Monthly expenses;Groceries;EUR;-13.73;-13.73;Expenses;CASH;Cash;;2017-12-27 13:14:31;48.40069;9.97102;52;0;false;ALDI;;1000;false
Monthly expenses;Groceries;EUR;-16.68;-16.68;Expenses;CASH;Cash;mango lassi;2017-12-27 12:47:07;48.40041;9.96991;87;0;false;;;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-8.00;-8.00;Expenses;CASH;Cash;Breakfast with Russell;2017-12-27 10:05:31;48.40957;9.96413;19;0;false;;;1001;false
Monthly expenses;Internet;EUR;-20.00;-20.00;Expenses;CASH;Cash;;2017-12-27 01:00:00;;;;0;false;Vodafone;;7002;false
Monthly expenses;Holiday, trips, hotels;EUR;-312.00;-312.00;Expenses;CASH;Cash;Vienna;2017-12-26 10:48:32;48.40958;9.96412;19;0;false;;;6009;false
Monthly expenses;Skype;EUR;-14.28;-14.28;Expenses;CASH;Cash;;2017-12-19 01:00:00;;;;0;false;PayPal;;7005;true
Monthly expenses;Groceries;EUR;-25.00;-25.00;Expenses;CASH;Cash;bangla dokan Frankfurt;2017-12-15 15:09:49;48.41272;9.94575;500;0;false;;;1000;false
Monthly expenses;Groceries;EUR;-6.38;-6.38;Expenses;CASH;Cash;;2017-12-14 18:14:15;48.40766;9.95323;1299;0;false;;;1000;false
Monthly expenses;Home;EUR;-58.55;-58.55;Expenses;CASH;Cash;;2017-12-12 07:45:30;48.40958;9.96413;19;0;false;;;2004;false
Monthly expenses;Groceries;EUR;-6.01;-6.01;Expenses;CASH;Cash;rewe;2017-12-11 12:51:57;48.40969;9.95878;24;0;false;;;1000;false
Monthly expenses;Energy, utilities;EUR;-23.00;-23.00;Expenses;CASH;Cash;;2017-12-11 01:00:00;;;;0;false;Enbw;;3002;false
Monthly expenses;Phone, cell phone;EUR;-10.00;-10.00;Expenses;CASH;Cash;;2017-12-10 01:00:00;;;;0;false;Drillisch;;7001;false
Monthly expenses;Groceries;EUR;-71.54;-71.54;Expenses;CASH;Cash;bangla dokan Frankfurt;2017-12-09 12:02:14;48.40957;9.96414;19;0;false;;;1000;false
Monthly expenses;Life & Entertainment;EUR;-72.90;-72.90;Expenses;CASH;Cash;Invitation for Anwasha;2017-12-08 09:54:43;48.40023;9.98486;252;0;false;DHL;;6013;false
Monthly expenses;Life & Entertainment;EUR;-29.00;-29.00;Expenses;CASH;Cash;Invitation for Anwasha;2017-12-08 09:05:34;48.39932;9.99467;28;0;false;city of Ulm;;6013;false
Monthly expenses;Groceries;EUR;-25.55;-25.55;Expenses;CASH;Cash;rewe;2017-12-01 20:13:15;48.40959;9.96415;19;0;false;;;1000;false
Monthly expenses;TV, Streaming;EUR;-17.00;-17.00;Expenses;CASH;Cash;;2017-12-01 01:00:00;;;;0;false;ARD;;6008;false
Monthly expenses;Rent;EUR;-762.64;-762.64;Expenses;CASH;Cash;;2017-12-01 01:00:00;;;;0;false;Vonovia;;3000;false
Monthly expenses;Vehicle;EUR;-413.28;-413.28;Expenses;CASH;Cash;;2017-12-01 01:00:00;;;;0;false;BMW;;5004;false
Monthly expenses;Insurances;EUR;-397.72;-397.72;Expenses;CASH;Cash;;2017-12-01 01:00:00;;;;0;false;HanseMerkur;;8001;false
Monthly expenses;Internet;EUR;-20.00;-20.00;Expenses;CASH;Cash;;2017-11-27 01:00:00;;;;0;false;Vodafone;;7002;false
Monthly expenses;Gifts, joy;EUR;-6.00;-6.00;Expenses;CASH;Cash;;2017-11-25 11:25:12;48.30552;11.63084;104;0;false;moemax;;2007;false
Monthly expenses;Home;EUR;-24.00;-24.00;Expenses;CASH;Cash;;2017-11-25 11:22:49;48.30552;11.63084;104;0;false;moemax;;2004;false
Monthly expenses;Gifts, joy;EUR;-28.00;-28.00;Expenses;CASH;Cash;;2017-11-24 17:04:31;;;;0;false;toysrus;;2007;false
Monthly expenses;Hobbies;EUR;-26.43;-26.43;Expenses;CASH;Cash;plants;2017-11-23 18:34:29;48.4038;9.97707;19;0;false;;;6005;false
Monthly expenses;Groceries;EUR;-10.72;-10.72;Expenses;CASH;Cash;mango lassi;2017-11-20 18:49:29;48.40144;9.97313;116;0;false;;;1000;false
Monthly expenses;Hobbies;EUR;-4.00;-4.00;Expenses;CASH;Cash;;2017-11-20 18:23:50;;;;0;false;BAUHAUS;;6005;false
Monthly expenses;Skype extra;EUR;-10.00;-10.00;Expenses;CASH;Cash;PayPal;2017-11-20 10:01:09;48.41929;9.93457;19;0;false;;;7005;true
Monthly expenses;Restaurant, fast-food;EUR;-10.00;-10.00;Expenses;CASH;Cash;Energon;2017-11-20 09:50:19;48.41929;9.93459;20;0;false;;;1001;false
Monthly expenses;Skype;EUR;-14.28;-14.28;Expenses;CASH;Cash;;2017-11-19 01:00:00;;;;0;false;PayPal;;7005;true
Monthly expenses;Groceries;EUR;-11.95;-11.95;Expenses;CASH;Cash;;2017-11-18 21:30:35;48.40898;9.97424;1200;0;false;;;1000;false
Monthly expenses;Health and beauty;EUR;-34.75;-34.75;Expenses;CASH;Cash;Trimmer;2017-11-18 21:28:11;48.40898;9.97424;1200;0;false;Amazon;;2002;false
Monthly expenses;Groceries;EUR;-3.00;-3.00;Expenses;CASH;Cash;;2017-11-18 21:26:20;48.40898;9.97424;1200;0;false;;;1000;false
Monthly expenses;Drug-store, chemist;EUR;-11.75;-11.75;Expenses;CASH;Cash;;2017-11-18 21:24:30;48.40898;9.97424;1200;0;false;;;2011;false
Monthly expenses;Hobbies;EUR;-2.50;-2.50;Expenses;CASH;Cash;;2017-11-18 14:57:00;48.40518;9.96363;1600;0;false;;;6005;false
Monthly expenses;Vehicle;EUR;-3.00;-3.00;Expenses;CASH;Cash;;2017-11-18 14:56:47;48.40518;9.96363;1600;0;false;;;5004;false
Monthly expenses;Groceries;EUR;-11.95;-11.95;Expenses;CASH;Cash;Aldi;2017-11-17 16:21:59;48.41928;9.93455;653;0;false;;;1000;false
Monthly expenses;Home;EUR;-13.99;-13.99;Expenses;CASH;Cash;;2017-11-11 13:09:49;48.409;9.96406;22;0;false;ikea;;2004;false
Monthly expenses;Hobbies;EUR;-8.94;-8.94;Expenses;CASH;Cash;plants;2017-11-11 11:34:17;48.39996;9.96955;19;0;false;;;6005;false
Monthly expenses;Energy, utilities;EUR;-23.00;-23.00;Expenses;CASH;Cash;;2017-11-11 01:00:00;;;;0;false;Enbw;;3002;false
Monthly expenses;Restaurant, fast-food;EUR;-6.80;-6.80;Expenses;CASH;Cash;lunch;2017-11-10 12:14:29;48.41672;9.9141;1938;0;false;;;1001;false
Monthly expenses;Phone, cell phone;EUR;-10.00;-10.00;Expenses;CASH;Cash;;2017-11-10 01:00:00;;;;0;false;Drillisch;;7001;false
Monthly expenses;Restaurant, fast-food;EUR;-15.90;-15.90;Expenses;CASH;Cash;lunch with Khaled vai;2017-11-09 16:39:03;48.41922;9.93468;19;0;false;;;1001;false
Monthly expenses;Groceries;EUR;-12.91;-12.91;Expenses;CASH;Cash;;2017-11-08 18:01:18;;;;0;false;REWE;;1000;false
Monthly expenses;Home;EUR;-38.97;-38.97;Expenses;CASH;Cash;;2017-11-07 13:28:43;48.41924;9.93463;24;0;false;ikea;;2004;false
Monthly expenses;Groceries;EUR;-15.01;-15.01;Expenses;CASH;Cash;;2017-11-06 18:47:33;48.40957;9.96417;19;0;false;rewe;;1000;false
Monthly expenses;Groceries;EUR;-11.92;-11.92;Expenses;CASH;Cash;mango lassi;2017-11-06 18:45:46;48.40957;9.96417;19;0;false;edeka;;1000;false
Monthly expenses;Groceries;EUR;-10.97;-10.97;Expenses;CASH;Cash;;2017-11-06 18:06:37;;;;0;false;REWE;;1000;false
Monthly expenses;Bar, cafe;EUR;-16.85;-16.85;Expenses;CASH;Cash;Starbucks;2017-11-05 21:06:58;48.4096;9.96412;20;0;false;;;1002;false
Monthly expenses;Parking;EUR;-6.50;-6.50;Expenses;CASH;Cash;;2017-11-05 21:06:04;48.4096;9.96412;20;0;false;;;5001;false
Monthly expenses;Parking;EUR;-6.50;-6.50;Expenses;CASH;Cash;;2017-11-05 21:05:51;48.4096;9.96412;20;0;false;;;5001;false
Monthly expenses;Groceries;EUR;-14.90;-14.90;Expenses;CASH;Cash;mango lassi;2017-11-05 21:05:13;48.4096;9.96412;20;0;false;;;1000;false
Monthly expenses;Restaurant, fast-food;EUR;-10.00;-10.00;Expenses;CASH;Cash;lunch;2017-11-05 21:04:48;48.4096;9.96416;19;0;false;;;1001;false
Monthly expenses;Groceries;EUR;-27.00;-27.00;Expenses;CASH;Cash;haat bazaar;2017-11-05 21:04:44;48.4096;9.96416;19;0;false;;;1000;false
Monthly expenses;TV, Streaming;EUR;-17.00;-17.00;Expenses;CASH;Cash;ARD;2017-11-01 21:01:38;48.4096;9.96416;19;0;false;;;6008;false
Monthly expenses;Vehicle;EUR;-413.28;-413.28;Expenses;CASH;Cash;;2017-11-01 21:00:28;48.4096;9.96416;19;0;false;;;5004;false
Monthly expenses;Insurances;EUR;-397.72;-397.72;Expenses;CASH;Cash;;2017-11-01 21:00:20;48.4096;9.96416;19;0;false;;;8001;false
Monthly expenses;Rent;EUR;-762.64;-762.64;Expenses;CASH;Cash;;2017-11-01 20:47:07;;;;0;false;;;3000;false
